name,total games,spawns,victories,defeats,deaths,ground_kills,air_kills,naval_kills,rp,sl,games,win rate,spawn / g,lvling,farm,ground / game,air / game,naval / game,ground / spawn,air / spawn,naval / spawn,ground / death,air / death,naval / death,mode,name_x,id,Class,Class,Move Type,Move Type,rank,BR / a,BR / a,BR / r,BR / r,BR / s,BR / s,BRTank / r,BRTank / r,BRTank / s,BRTank / s,country,Prem,Prem,Event,Event,Gift,Gift,Normal,Normal,Own
Merkava Mk.3B,1236.0,1299.0,441.0,795.0,1137.0,1096.0,15.0,,916299.0,9545510.0,2230.0,0.3567961165048544,1.0509708737864079,705.3879907621247,7348.352578906852,0.8867313915857605,0.012135922330097087,,0.8437259430331023,0.011547344110854504,,0.9639401934916447,0.013192612137203167,,simulation,il_merkava_mk_3b,il_merkava_mk_3b,exp_tank,,tank,,7.0,11.3,,11.3,,11.3,,,,,,israel,False,,False,,False,,True,,False
Merkava Mk.3C,848.0,896.0,301.0,547.0,796.0,983.0,8.0,,607030.0,7197995.0,1743.0,0.35495283018867924,1.0566037735849056,677.4888392857143,8033.4765625,1.159198113207547,0.009433962264150943,,1.0970982142857142,0.008928571428571428,,1.234924623115578,0.010050251256281407,,simulation,il_merkava_mk_3c,il_merkava_mk_3c,exp_tank,,tank,,7.0,11.3,,11.3,,11.3,,,,,,israel,False,,False,,False,,True,,False
Namer 30,1745.0,1875.0,609.0,1136.0,1672.0,1287.0,197.0,,929779.0,11576340.0,2967.0,0.3489971346704871,1.0744985673352436,495.88213333333334,6174.048,0.7375358166189112,0.11289398280802292,,0.6864,0.10506666666666667,,0.7697368421052632,0.11782296650717704,,simulation,il_namer_rcws_30,il_namer_rcws_30,exp_tank,,tank,,7.0,11.3,,11.3,,11.3,,,,,,israel,False,,False,,False,,True,,False
Imp.Chaparral,232.0,252.0,74.0,158.0,216.0,0.0,104.0,,50672.0,619226.0,1068.0,0.31896551724137934,1.0862068965517242,201.0793650793651,2457.246031746032,0.0,0.4482758620689655,,0.0,0.4126984126984127,,0.0,0.48148148148148145,,simulation,il_mim_72_chaparral,il_mim_72_chaparral,exp_SPAA,,tank,,7.0,10.0,,9.7,,10.0,,,,,,israel,False,,False,,False,,True,,False
Tzefa D/E,31.0,33.0,14.0,17.0,30.0,16.0,0.0,,3195.0,95947.0,185.0,0.45161290322580644,1.064516129032258,96.81818181818181,2907.4848484848485,0.5161290322580645,0.0,,0.48484848484848486,0.0,,0.5333333333333333,0.0,,simulation,ah_1f_iaf,ah_1f_iaf,exp_helicopter,,helicopter,,6.0,9.7,,9.7,,9.7,,,,,,israel,False,,False,,False,,True,,False
Type 87,1394.0,1482.0,507.0,887.0,1317.0,585.0,316.0,,514823.0,6887680.0,3312.0,0.3637015781922525,1.0631276901004305,347.3839406207827,4647.557354925776,0.41965566714490676,0.2266857962697274,,0.39473684210526316,0.21322537112010798,,0.44419134396355353,0.23993925588458617,,simulation,jp_type_87,jp_type_87,exp_SPAA,,tank,,6.0,8.3,,8.3,,8.3,,,,,,japan,False,,False,,False,,True,,False
Type 74 (E),1282.0,1319.0,476.0,806.0,1157.0,1296.0,10.0,,855212.0,10014630.0,2128.0,0.3712948517940718,1.0288611544461779,648.3790750568612,7592.592873388931,1.0109204368174727,0.0078003120124804995,,0.9825625473843821,0.0075815011372251705,,1.1201382886776146,0.00864304235090752,,simulation,jp_type_74,jp_type_74,exp_tank,,tank,,6.0,9.0,,9.0,,9.0,,,,,,japan,False,,False,,False,,True,,False
Type 89,2328.0,2503.0,884.0,1444.0,2264.0,1886.0,57.0,,1235941.0,13617921.0,3560.0,0.3797250859106529,1.0751718213058419,493.7838593687575,5440.639632441071,0.8101374570446735,0.024484536082474227,,0.7534958050339593,0.022772672792648822,,0.8330388692579506,0.02517667844522968,,simulation,jp_type_89,jp_type_89,exp_tank,,tank,,6.0,9.0,,9.0,,9.0,,,,,,japan,False,,False,,False,,True,,False
Type 87 RCV,955.0,1014.0,408.0,547.0,898.0,733.0,63.0,,446987.0,5899788.0,1788.0,0.4272251308900524,1.0617801047120419,440.8155818540434,5818.331360946746,0.7675392670157068,0.06596858638743455,,0.722879684418146,0.0621301775147929,,0.8162583518930958,0.07015590200445435,,simulation,jp_type_87_rcv,jp_type_87_rcv,exp_tank,,wheeled_vehicle,,6.0,9.0,,9.0,,9.0,,,,,,japan,False,,False,,False,,True,,False
▄Alpha Jet A,772.0,1340.0,294.0,478.0,897.0,1068.0,300.0,25.0,837618.0,5848127.0,1796.0,0.38082901554404147,1.7357512953367875,625.0880597014925,4364.273880597015,1.383419689119171,0.38860103626943004,0.03238341968911917,0.7970149253731343,0.22388059701492538,0.018656716417910446,1.1906354515050168,0.33444816053511706,0.027870680044593088,simulation,alpha_jet_a_thailand,alpha_jet_a_thailand,exp_assault,,air,,6.0,9.0,,8.7,,9.0,,9.0,,9.0,,japan,False,,False,,False,,True,,False
Pz.II C (DAK),579.0,599.0,306.0,273.0,530.0,298.0,21.0,,142124.0,443292.0,1174.0,0.5284974093264249,1.0345423143350605,237.26878130217028,740.0534223706177,0.5146804835924007,0.03626943005181347,,0.4974958263772955,0.035058430717863104,,0.5622641509433962,0.03962264150943396,,simulation,germ_pzkpfw_II_ausf_C_DAK,germ_pzkpfw_II_ausf_C_DAK,exp_tank,,tank,,1.0,1.3,,1.3,,1.3,,,,,,germany,True,,False,,False,,False,,False
T54E1,255.0,293.0,119.0,136.0,242.0,284.0,7.0,,341338.0,5512254.0,523.0,0.4666666666666667,1.1490196078431372,1164.976109215017,18813.153583617746,1.1137254901960785,0.027450980392156862,,0.9692832764505119,0.023890784982935155,,1.1735537190082646,0.028925619834710745,,simulation,us_t54e1,us_t54e1,exp_tank,,tank,,5.0,8.0,,8.0,,8.0,,,,,,usa,True,,False,,False,,False,,False
Ta 154 A-1,341.0,574.0,177.0,164.0,440.0,93.0,641.0,0.0,106442.0,630903.0,1372.0,0.5190615835777126,1.683284457478006,185.4390243902439,1099.1341463414635,0.2727272727272727,1.8797653958944283,0.0,0.16202090592334495,1.1167247386759582,0.0,0.21136363636363636,1.4568181818181818,0.0,simulation,ta_154a_1,ta_154a_1,exp_fighter,,air,,3.0,4.3,,4.3,,4.0,,,,,,germany,True,,False,,False,,False,,False
Ju 87 R-2 Libya,317.0,455.0,184.0,133.0,352.0,79.0,27.0,3.0,59101.0,269461.0,1040.0,0.580441640378549,1.4353312302839116,129.8923076923077,592.221978021978,0.24921135646687698,0.08517350157728706,0.00946372239747634,0.17362637362637362,0.05934065934065934,0.006593406593406593,0.22443181818181818,0.07670454545454546,0.008522727272727272,simulation,ju-87r-2_snake,ju-87r-2_snake,exp_bomber,,air,,1.0,1.3,,1.3,,1.3,,,,,,germany,True,,False,,False,,False,,False
M1 KVT,1722.0,1988.0,699.0,1023.0,1767.0,1844.0,19.0,,2768141.0,37531315.0,2888.0,0.4059233449477352,1.1544715447154472,1392.4250503018109,18878.931086519115,1.0708478513356563,0.011033681765389082,,0.9275653923541247,0.009557344064386318,,1.0435766836445954,0.010752688172043012,,simulation,us_m1_abrams_kvt,us_m1_abrams_kvt,exp_tank,,tank,,7.0,10.7,,10.7,,10.7,,,,,,usa,True,,False,,False,,False,,False
Imp.Chaparral,354.0,373.0,116.0,238.0,304.0,0.0,136.0,,66587.0,862445.0,1109.0,0.327683615819209,1.0536723163841808,178.51742627345845,2312.1849865951745,0.0,0.384180790960452,,0.0,0.3646112600536193,,0.0,0.4473684210526316,,simulation,us_mim_72_chaparral,us_mim_72_chaparral,exp_SPAA,,tank,,6.0,9.0,,9.0,,9.0,,,,,,usa,False,,False,,False,,True,,False
Wiesel 1A2,1660.0,1783.0,638.0,1022.0,1613.0,1656.0,22.0,,786017.0,11921193.0,2951.0,0.38433734939759034,1.0740963855421686,440.83959618620304,6686.030846887269,0.9975903614457832,0.01325301204819277,,0.928771733034212,0.012338754907459339,,1.0266584004959702,0.013639181649101054,,simulation,germ_wiesel_1_tow,germ_wiesel_1_tow,exp_tank_destroyer,,tank,,7.0,9.0,,9.7,,9.7,,,,,,germany,False,,False,,False,,True,,False
XM975,881.0,967.0,315.0,566.0,827.0,46.0,655.0,,285164.0,3612582.0,3105.0,0.35754824063564133,1.097616345062429,294.8955532574974,3735.865563598759,0.05221339387060159,0.7434733257661748,,0.047569803516028956,0.6773526370217167,,0.05562273276904474,0.7920193470374849,,simulation,us_xm_975_roland,us_xm_975_roland,exp_SPAA,,tank,,7.0,10.0,,10.0,,10.0,,,,,,usa,False,,False,,False,,True,,False
◊Osa-AK,487.0,542.0,182.0,305.0,453.0,5.0,420.0,,165003.0,2143208.0,1010.0,0.3737166324435318,1.1129363449691991,304.43357933579335,3954.258302583026,0.01026694045174538,0.8624229979466119,,0.00922509225092251,0.7749077490774908,,0.011037527593818985,0.9271523178807947,,simulation,germ_9a33bm3,germ_9a33bm3,exp_SPAA,,wheeled_vehicle,,7.0,10.3,,10.3,,10.3,,,,,,germany,False,,False,,False,,True,,False
EC-665 Tiger UHT,1734.0,1738.0,484.0,1250.0,1592.0,1640.0,84.0,,397386.0,7513024.0,3268.0,0.279123414071511,1.0023068050749713,228.64556962025316,4322.7986191024165,0.9457900807381776,0.04844290657439446,,0.9436133486766398,0.04833141542002301,,1.0301507537688441,0.052763819095477386,,simulation,tiger_uht,tiger_uht,exp_helicopter,,helicopter,,7.0,10.3,,13.0,,10.7,,,,,,germany,False,,False,,False,,True,,False
◊Strela-10M,745.0,795.0,239.0,506.0,680.0,1.0,486.0,,204637.0,2676480.0,2096.0,0.3208053691275168,1.0671140939597314,257.4050314465409,3366.6415094339623,0.0013422818791946308,0.6523489932885906,,0.0012578616352201257,0.6113207547169811,,0.0014705882352941176,0.7147058823529412,,simulation,germ_9a35_m,germ_9a35_m,exp_SPAA,,tank,,7.0,10.7,,10.3,,10.3,,,,,,germany,False,,False,,False,,True,,False
ZLT11,531.0,551.0,330.0,201.0,487.0,233.0,5.0,,207388.0,2186760.0,1365.0,0.6214689265536724,1.0376647834274952,376.3847549909256,3968.711433756806,0.4387947269303202,0.009416195856873822,,0.42286751361161523,0.009074410163339383,,0.4784394250513347,0.01026694045174538,,simulation,cn_ztl_11,cn_ztl_11,exp_tank,,wheeled_vehicle,,7.0,9.7,,9.7,,9.7,,,,,,china,False,,False,,False,,True,,False
IRIS-T SLM (TADS),3091.0,3556.0,927.0,2164.0,3734.0,0.0,3768.0,,1326013.0,14336430.0,4738.0,0.2999029440310579,1.1504367518602394,372.89454443194603,4031.616985376828,0.0,1.2190229699126496,,0.0,1.0596175478065242,,0.0,1.0091055168719871,,simulation,germ_iris_slm_fcs,germ_iris_slm_fcs,exp_SPAA,,wheeled_vehicle,,8.0,12.7,,12.7,,12.7,,,,,,germany,False,,False,,False,,True,,False
Raketenautomat,924.0,967.0,510.0,414.0,735.0,960.0,3.0,,358593.0,6103388.0,1655.0,0.551948051948052,1.0465367965367964,370.83040330920375,6311.673216132368,1.0389610389610389,0.003246753246753247,,0.9927611168562565,0.0031023784901758012,,1.3061224489795917,0.004081632653061225,,simulation,germ_spz_oerlikon_raketenautomat,germ_spz_oerlikon_raketenautomat,exp_tank_destroyer,,tank,,5.0,7.7,,8.0,,8.0,,,,,,germany,False,,False,,False,,True,,False
Matilda III,175.0,177.0,90.0,85.0,157.0,86.0,0.0,,42723.0,264455.0,492.0,0.5142857142857142,1.0114285714285713,241.3728813559322,1494.09604519774,0.49142857142857144,0.0,,0.4858757062146893,0.0,,0.5477707006369427,0.0,,simulation,uk_a_12_mk_2_matilda_2,uk_a_12_mk_2_matilda_2,exp_heavy_tank,,heavy_tank,,2.0,2.7,,2.7,,2.7,,,,,,britain,False,,False,,False,,True,,False
Tortoise,612.0,635.0,285.0,327.0,491.0,413.0,6.0,,232910.0,4131024.0,1417.0,0.46568627450980393,1.0375816993464053,366.78740157480314,6505.549606299212,0.6748366013071896,0.00980392156862745,,0.6503937007874016,0.009448818897637795,,0.8411405295315683,0.012219959266802444,,simulation,uk_a39_tortoise,uk_a39_tortoise,exp_tank_destroyer,,tank,,4.0,6.7,,6.7,,6.3,,,,,,britain,False,,False,,False,,True,,False
AEC AA,303.0,310.0,135.0,168.0,244.0,76.0,100.0,,62517.0,478446.0,1136.0,0.44554455445544555,1.023102310231023,201.66774193548386,1543.374193548387,0.2508250825082508,0.33003300330033003,,0.24516129032258063,0.3225806451612903,,0.3114754098360656,0.4098360655737705,,simulation,uk_armored_car_mk_2_aa,uk_armored_car_mk_2_aa,exp_SPAA,,wheeled_vehicle,,2.0,3.7,,3.7,,3.3,,,,,,britain,False,,False,,False,,True,,False
Conway,278.0,291.0,113.0,165.0,234.0,139.0,0.0,,96141.0,1411964.0,730.0,0.4064748201438849,1.0467625899280575,330.3814432989691,4852.109965635739,0.5,0.0,,0.47766323024054985,0.0,,0.594017094017094,0.0,,simulation,uk_fv4004_conway,uk_fv4004_conway,exp_tank_destroyer,,tank,,4.0,6.7,,7.0,,7.0,,,,,,britain,False,,False,,False,,True,,False
Avenger,1396.0,1441.0,553.0,843.0,1267.0,872.0,3.0,,327672.0,3709879.0,2592.0,0.3961318051575931,1.0322349570200573,227.39208882720334,2574.5170020818878,0.6246418338108882,0.002148997134670487,,0.6051353226925746,0.002081887578070784,,0.6882399368587214,0.0023677979479084454,,simulation,uk_a30_sp_avenger,uk_a30_sp_avenger,exp_tank,,tank,,3.0,4.7,,4.7,,4.7,,,,,,britain,False,,False,,False,,True,,False
QF 3.7 Ram,289.0,332.0,154.0,135.0,279.0,499.0,3.0,,329000.0,6691312.0,487.0,0.532871972318339,1.1487889273356402,990.9638554216867,20154.55421686747,1.726643598615917,0.010380622837370242,,1.5030120481927711,0.009036144578313253,,1.7885304659498207,0.010752688172043012,,simulation,uk_ram_90mm_aa,uk_ram_90mm_aa,exp_tank_destroyer,,tank,,3.0,5.3,,5.3,,5.3,,,,,,britain,False,,True,,False,,False,,False
▄Sho't Kal Dalet,81.0,91.0,24.0,57.0,86.0,88.0,1.0,,98097.0,1426149.0,143.0,0.2962962962962963,1.123456790123457,1077.989010989011,15671.967032967033,1.0864197530864197,0.012345679012345678,,0.967032967032967,0.01098901098901099,,1.0232558139534884,0.011627906976744186,,simulation,uk_centurion_shot_kal_d,uk_centurion_shot_kal_d,exp_tank,,tank,,6.0,9.0,,9.0,,9.0,,,,,,britain,True,,False,,False,,False,,False
Swingfire,355.0,372.0,114.0,241.0,340.0,172.0,10.0,,113494.0,1547754.0,681.0,0.3211267605633803,1.047887323943662,305.09139784946234,4160.629032258064,0.48450704225352115,0.028169014084507043,,0.46236559139784944,0.026881720430107527,,0.5058823529411764,0.029411764705882353,,simulation,uk_fv438_swingfire,uk_fv438_swingfire,exp_tank_destroyer,,tank,,5.0,8.0,,8.0,,8.0,,,,,,britain,False,,False,,False,,True,,False
Scout AH.Mk.1,242.0,252.0,95.0,147.0,203.0,143.0,3.0,,25210.0,849209.0,739.0,0.3925619834710744,1.0413223140495869,100.03968253968254,3369.876984126984,0.5909090909090909,0.012396694214876033,,0.5674603174603174,0.011904761904761904,,0.7044334975369458,0.014778325123152709,,simulation,scout_ah_mk1,scout_ah_mk1,exp_helicopter,,helicopter,,5.0,8.7,,8.3,,8.7,,,,,,britain,False,,False,,False,,True,,False
Warrior,616.0,659.0,210.0,406.0,610.0,379.0,7.0,,284869.0,2790840.0,1005.0,0.3409090909090909,1.0698051948051948,432.27465857359635,4234.962063732929,0.6152597402597403,0.011363636363636364,,0.575113808801214,0.010622154779969651,,0.6213114754098361,0.011475409836065573,,simulation,uk_fv510_isv,uk_fv510_isv,exp_tank,,tank,,6.0,8.3,,8.3,,8.3,,,,,,britain,False,,False,,False,,True,,False
Rooikat Mk.1D,532.0,564.0,185.0,347.0,524.0,346.0,5.0,,219007.0,2648899.0,936.0,0.34774436090225563,1.0601503759398496,388.31028368794324,4696.629432624113,0.650375939849624,0.009398496240601503,,0.6134751773049646,0.008865248226950355,,0.6603053435114504,0.009541984732824428,,simulation,uk_rooikat_76,uk_rooikat_76,exp_tank,,wheeled_vehicle,,6.0,8.7,,8.7,,8.7,,,,,,britain,False,,False,,False,,True,,False
Churchill Crocodile,256.0,281.0,160.0,96.0,211.0,568.0,8.0,,371241.0,5560341.0,489.0,0.625,1.09765625,1321.1423487544484,19787.690391459073,2.21875,0.03125,,2.02135231316726,0.028469750889679714,,2.691943127962085,0.037914691943127965,,simulation,uk_a_22f_mk_7_churchill_crocodile,uk_a_22f_mk_7_churchill_crocodile,exp_heavy_tank,,heavy_tank,,3.0,4.7,,4.7,,4.7,,,,,,britain,False,,True,,False,,False,,False
Skink,482.0,490.0,214.0,268.0,358.0,35.0,116.0,,81931.0,1369920.0,2242.0,0.44398340248962653,1.016597510373444,167.20612244897958,2795.7551020408164,0.07261410788381743,0.24066390041493776,,0.07142857142857142,0.23673469387755103,,0.09776536312849161,0.3240223463687151,,simulation,uk_skink_aa,uk_skink_aa,exp_SPAA,,tank,,4.0,5.7,,5.3,,5.3,,,,,,britain,False,,False,,False,,True,,False
Concept 3,962.0,993.0,388.0,574.0,918.0,442.0,3.0,,205313.0,2122804.0,1512.0,0.40332640332640335,1.0322245322245323,206.76032225579053,2137.768378650554,0.4594594594594595,0.0031185031185031187,,0.44511581067472306,0.0030211480362537764,,0.48148148148148145,0.0032679738562091504,,simulation,uk_concept3_ngac,uk_concept3_ngac,exp_tank,,wheeled_vehicle,,3.0,4.3,,4.7,,4.7,,,,,,britain,False,,False,,False,,True,,False
AMX-13 DCA 40,637.0,684.0,307.0,330.0,557.0,159.0,111.0,,152674.0,1839271.0,1971.0,0.48194662480376765,1.0737833594976451,223.20760233918128,2688.9926900584796,0.24960753532182103,0.17425431711145997,,0.2324561403508772,0.16228070175438597,,0.28545780969479356,0.1992818671454219,,simulation,fr_amx_13_dca_40,fr_amx_13_dca_40,exp_SPAA,,tank,,3.0,5.0,,5.0,,5.0,,,,,,france,False,,False,,False,,True,,True
▅M41A1,152.0,146.0,70.0,82.0,132.0,48.0,0.0,,43949.0,550117.0,271.0,0.4605263157894737,0.9605263157894737,301.02054794520546,3767.9246575342468,0.3157894736842105,0.0,,0.3287671232876712,0.0,,0.36363636363636365,0.0,,simulation,jp_m41_walker_bulldog,jp_m41_walker_bulldog,exp_tank,,tank,,4.0,6.0,,6.3,,6.3,,,,,,japan,False,,False,,False,,True,,False
▅M42,274.0,293.0,116.0,158.0,247.0,67.0,26.0,,59222.0,676541.0,924.0,0.4233576642335766,1.0693430656934306,202.12286689419795,2309.0136518771333,0.24452554744525548,0.0948905109489051,,0.22866894197952217,0.08873720136518772,,0.27125506072874495,0.10526315789473684,,simulation,jp_m42_duster,jp_m42_duster,exp_SPAA,,tank,,3.0,4.3,,4.0,,4.0,,,,,,japan,False,,False,,False,,True,,False
▄M4A3E2,608.0,625.0,246.0,362.0,550.0,514.0,18.0,,231451.0,3188488.0,1451.0,0.40460526315789475,1.0279605263157894,370.3216,5101.5808,0.8453947368421053,0.029605263157894735,,0.8224,0.0288,,0.9345454545454546,0.03272727272727273,,simulation,fr_m4a3e2_sherman_jumbo,fr_m4a3e2_sherman_jumbo,exp_heavy_tank,,heavy_tank,,3.0,5.3,,5.7,,5.7,,,,,,france,False,,False,,False,,True,,False
AMX-50 Foch,753.0,788.0,366.0,387.0,648.0,643.0,1.0,,381782.0,5736520.0,1695.0,0.4860557768924303,1.046480743691899,484.494923857868,7279.84771573604,0.8539176626826029,0.0013280212483399733,,0.815989847715736,0.0012690355329949238,,0.9922839506172839,0.0015432098765432098,,simulation,fr_amx_50_foch,fr_amx_50_foch,exp_tank_destroyer,,tank,,5.0,7.3,,7.3,,7.3,,,,,,france,False,,False,,False,,True,,False
AMX-30 (1972),946.0,1047.0,436.0,510.0,862.0,795.0,22.0,,463059.0,6903961.0,1746.0,0.4608879492600423,1.1067653276955602,442.27220630372494,6594.041069723018,0.8403805496828752,0.023255813953488372,,0.7593123209169055,0.021012416427889206,,0.9222737819025522,0.025522041763341066,,simulation,fr_amx_30_1972,fr_amx_30_1972,exp_tank,,tank,,5.0,8.0,,8.0,,8.0,,,,,,france,False,,False,,False,,True,,False
Hs 129 B-2 (Romania),50.0,56.0,25.0,25.0,49.0,17.0,9.0,,13591.0,300133.0,226.0,0.5,1.12,242.69642857142858,5359.517857142857,0.34,0.18,,0.30357142857142855,0.16071428571428573,,0.3469387755102041,0.1836734693877551,,simulation,hs-129b-2_romania_italy,hs-129b-2_romania_italy,exp_assault,,air,,3.0,3.3,,2.3,,2.7,,,,,,italy,True,,False,,False,,False,,False
▂M3 Medium,36.0,39.0,18.0,18.0,32.0,58.0,2.0,,29633.0,217818.0,81.0,0.5,1.0833333333333333,759.8205128205128,5585.076923076923,1.6111111111111112,0.05555555555555555,,1.4871794871794872,0.05128205128205128,,1.8125,0.0625,,simulation,ussr_m3c,ussr_m3c,exp_tank,,tank,,2.0,2.3,,2.7,,2.7,,,,,,ussr,True,,False,,False,,False,,False
AMX-30B2,615.0,638.0,215.0,400.0,548.0,443.0,13.0,,339985.0,4127590.0,1390.0,0.34959349593495936,1.0373983739837398,532.8918495297805,6469.576802507837,0.7203252032520325,0.02113821138211382,,0.6943573667711599,0.02037617554858934,,0.8083941605839416,0.023722627737226276,,simulation,fr_amx_30_b2,fr_amx_30_b2,exp_tank,,tank,,6.0,8.7,,8.7,,8.7,,,,,,france,False,,False,,False,,True,,False
␗M8 LAC,518.0,539.0,208.0,310.0,498.0,275.0,21.0,,87530.0,117836.0,762.0,0.4015444015444015,1.0405405405405406,162.39332096474953,218.6196660482375,0.5308880308880309,0.04054054054054054,,0.5102040816326531,0.03896103896103896,,0.5522088353413654,0.04216867469879518,,simulation,cn_m8_greyhound,cn_m8_greyhound,exp_tank,,wheeled_vehicle,,1.0,1.0,,1.0,,1.0,,,,,,china,False,,False,,False,,True,,True
␗M3A3 Stuart,260.0,266.0,129.0,131.0,221.0,222.0,3.0,,70100.0,373544.0,483.0,0.49615384615384617,1.023076923076923,263.5338345864662,1404.3007518796992,0.8538461538461538,0.011538461538461539,,0.8345864661654135,0.011278195488721804,,1.004524886877828,0.013574660633484163,,simulation,cn_m3a3_stuart,cn_m3a3_stuart,exp_tank,,tank,,2.0,2.3,,2.7,,2.7,,,,,,china,False,,False,,False,,True,,False
␗Chi-Ha Kai,369.0,389.0,148.0,221.0,337.0,283.0,5.0,,73515.0,391946.0,572.0,0.4010840108401084,1.0542005420054201,188.98457583547557,1007.573264781491,0.7669376693766937,0.013550135501355014,,0.7275064267352185,0.012853470437017995,,0.8397626112759644,0.01483679525222552,,simulation,cn_type_97_kai,cn_type_97_kai,exp_tank,,tank,,2.0,2.3,,2.3,,2.3,,,,,,china,False,,False,,False,,True,,False
He 219 A-7,175.0,306.0,106.0,69.0,244.0,297.0,227.0,0.0,67619.0,793934.0,719.0,0.6057142857142858,1.7485714285714287,220.97712418300654,2594.5555555555557,1.697142857142857,1.2971428571428572,0.0,0.9705882352941176,0.7418300653594772,0.0,1.2172131147540983,0.930327868852459,0.0,simulation,he_219a_7,he_219a_7,exp_assault,,air,,4.0,4.7,,4.3,,4.3,,,,,,germany,True,,False,,False,,False,,False
▂Hampden TB Mk I,27.0,45.0,12.0,15.0,33.0,16.0,15.0,0.0,4319.0,27000.0,96.0,0.4444444444444444,1.6666666666666667,95.97777777777777,600.0,0.5925925925925926,0.5555555555555556,0.0,0.35555555555555557,0.3333333333333333,0.0,0.48484848484848486,0.45454545454545453,0.0,simulation,hp52_hampden_tbmk1_ussr_utk1,hp52_hampden_tbmk1_ussr_utk1,exp_bomber,,air,,1.0,1.7,,1.7,,2.0,,,,,,ussr,True,,False,,False,,False,,False
Dolgushin's La-7,132.0,284.0,77.0,55.0,205.0,14.0,368.0,0.0,96648.0,602779.0,317.0,0.5833333333333334,2.1515151515151514,340.3098591549296,2122.461267605634,0.10606060606060606,2.787878787878788,0.0,0.04929577464788732,1.295774647887324,0.0,0.06829268292682927,1.7951219512195122,0.0,simulation,la-7_dolgushin,la-7_dolgushin,exp_fighter,,air,,4.0,4.3,,4.7,,5.0,,,,,,ussr,True,,False,,False,,False,,False
Golovachev's Yak-9M,70.0,117.0,33.0,37.0,74.0,3.0,174.0,0.0,52814.0,423365.0,256.0,0.4714285714285714,1.6714285714285715,451.4017094017094,3618.5042735042734,0.04285714285714286,2.4857142857142858,0.0,0.02564102564102564,1.4871794871794872,0.0,0.04054054054054054,2.3513513513513513,0.0,simulation,yak-9m,yak-9m,exp_fighter,,air,,3.0,3.7,,3.7,,3.7,,,,,,ussr,True,,False,,False,,False,,False
E.B.R. (1954),1079.0,1376.0,532.0,547.0,1203.0,2314.0,11.0,,1236098.0,21619303.0,1179.0,0.49304911955514363,1.2752548656163114,898.3270348837209,15711.702761627907,2.144578313253012,0.010194624652455977,,1.681686046511628,0.007994186046511628,,1.9235245220282626,0.00914380714879468,,simulation,fr_panhard_ebr_1954,fr_panhard_ebr_1954,exp_tank,,wheeled_vehicle,,4.0,7.0,,7.0,,7.0,,,,,,france,False,,True,,False,,False,,False
Pvkv II,913.0,982.0,454.0,459.0,803.0,774.0,2.0,,246853.0,3339751.0,1824.0,0.49726177437020813,1.0755750273822562,251.377800407332,3400.9684317718943,0.8477546549835706,0.002190580503833516,,0.7881873727087576,0.002036659877800407,,0.9638854296388543,0.0024906600249066002,,simulation,sw_pvkv_II,sw_pvkv_II,exp_tank_destroyer,,tank,,3.0,3.7,,4.0,,4.0,,,,,,sweden,False,,False,,False,,True,,True
Lvtdgb m/40,628.0,665.0,279.0,349.0,591.0,515.0,42.0,,137911.0,1038336.0,1079.0,0.4442675159235669,1.0589171974522293,207.38496240601503,1561.4075187969925,0.8200636942675159,0.06687898089171974,,0.7744360902255639,0.06315789473684211,,0.871404399323181,0.07106598984771574,,simulation,sw_tgdgb_m40_lv,sw_tgdgb_m40_lv,exp_SPAA,,wheeled_vehicle,,2.0,3.0,,2.7,,2.7,,,,,,sweden,False,,False,,False,,True,,True
P-51D-10,238.0,448.0,112.0,126.0,311.0,41.0,458.0,0.0,176573.0,1248357.0,667.0,0.47058823529411764,1.8823529411764706,394.1361607142857,2786.511160714286,0.1722689075630252,1.9243697478991597,0.0,0.09151785714285714,1.0223214285714286,0.0,0.13183279742765272,1.472668810289389,0.0,simulation,p-51d-10,p-51d-10,exp_fighter,,air,,4.0,4.0,,4.3,,5.0,,,,,,usa,True,,False,,False,,False,,False
▃Stuart VI (5th CAD),73.0,88.0,41.0,32.0,81.0,196.0,3.0,,94500.0,469423.0,160.0,0.5616438356164384,1.2054794520547945,1073.8636363636363,5334.352272727273,2.684931506849315,0.0410958904109589,,2.227272727272727,0.03409090909090909,,2.419753086419753,0.037037037037037035,,simulation,us_m5a1_stuart_canadian_5st_arm,us_m5a1_stuart_canadian_5st_arm,exp_tank,,tank,,2.0,2.3,,2.7,,2.7,,,,,,usa,True,,False,,False,,False,,False
Prendergast's Spitfire FR Mk XIVe,72.0,137.0,36.0,36.0,106.0,13.0,128.0,0.0,50698.0,240837.0,224.0,0.5,1.9027777777777777,370.05839416058393,1757.934306569343,0.18055555555555555,1.7777777777777777,0.0,0.0948905109489051,0.9343065693430657,0.0,0.12264150943396226,1.2075471698113207,0.0,simulation,spitfire_fr_mk14e,spitfire_fr_mk14e,exp_fighter,,air,,4.0,5.3,,5.7,,5.3,,,,,,britain,True,,False,,False,,False,,False
